GTIN,MRID
96600000005266,200601-0122-6401-03-04
07612791034992,400502-0130-2713-01-01
05413868100020,690302-0122-6409-01-04
05413868100037,690302-0222-6409-01-04
07612797182796,690302-0322-6401-01-04
06285101004285,030202-0130-2713-01-01
06281086000212,030202-0122-6410-01-04
06291100081233,030202-0230-6201-02-05
06291100083299,030202-0330-5406-01-05
06291100086238,030202-0130-2713-02-01
06291100088232,030202-0122-6401-01-04
99663121862200,030202-0122-6401-01-04
03582910080077,030202-0222-2713-01-01
96600000006486,030202-0122-5901-02-04
06285088000966,030202-0122-6401-02-04
07640153086549,240104-0122-6401-01-04
07640153086556,240104-0222-6401-01-04
07640153086563,240104-0322-6401-01-04
07640153086570,240104-0422-6401-01-04
07612791011481,240104-0222-6401-02-11
07612791011511,240104-0322-6401-02-11
18901175034236,240104-0222-6410-01-04
18901175034243,240104-0322-6410-01-04
06221032112750,710901-0122-6401-01-04
99660000000019,490103-0122-2706-01-19
96677000005560,490103-0122-2706-02-19
96677000005559,490103-0222-2706-01-19
08718692511125,490103-0130-2713-01-19
06285128000215,340404-0101-0901-01-05
05413868100044,340503-0101-0901-01-18
06281147002896,340503-0101-0901-02-18
06251144006012,340503-0201-0901-01-18
09314839007309,340503-0101-0901-03-18
06285095008344,340405-0101-0901-01-18
06285095004698,340405-0101-0901-01-18
06285128004657,340405-0101-0901-02-18
06281147002629,340405-0101-0901-03-18
06281147002599,340405-0101-0901-03-18
06281147002667,340405-0101-0901-03-18
06281147002643,340405-0101-0901-03-18
06251065024874,680108-0230-2713-01-01
06286219000350,680108-0430-2713-01-19
06286219000367,680108-0230-2713-05-19
07613326017930,680108-0230-2713-06-01
96600000003000,480306-0122-0401-01-04
07038319100213,190707-0122-6401-01-04
96600000006527,190707-0122-6401-01-04
96677000000386,190402-0130-2713-02-19
06285101004087,010204-0322-6409-01-04
06285101005107,010204-0422-6409-01-04
06285101004094,010204-0522-6409-01-04
06285101004100,010204-0622-6409-01-04
06285094000882,420403-0122-6409-01-04
06285094000899,420403-0222-6409-01-04
00771313231237,690105-0122-6410-01-04
00771313231244,690105-0222-6410-01-04
06281080003639,690105-0122-6410-02-04
06281080003646,690105-0222-6410-02-04
06285193000165,690105-0222-6410-03-04
06285128013031,690105-0122-6410-03-04
06285128013048,690105-0222-6410-04-04
06285128013055,690105-0322-6410-01-04
07613421035167,542405-0130-2714-01-19
96600000002406,690801-0122-6401-01-04
96600000001734,690801-0222-6401-01-04
96677000000548,543301-0130-5402-01-19
06285101002861,340306-0101-0901-01-18
06285101002878,340306-0101-4001-01-18
06285095005374,340306-0201-5603-01-02
06285095004636,340306-0101-0901-02-18
06285095004605,340306-0101-4001-02-18
99667143722000,340306-0101-4001-02-18
06281147004838,340306-0201-5601-01-02
06285104000710,340306-0101-0901-03-18
06285104000215,340306-0101-4001-03-18
06285128004640,340306-0101-0901-04-18
06285128000345,340306-0101-4001-04-18
08699580540024,340306-0201-5601-02-11
00366582505549,340306-0101-0901-05-18
00366582500278,340306-0101-3601-01-05
00366582505556,340306-0101-4001-05-18
06281147000724,340306-0101-0901-06-18
06281147002612,340306-0101-0901-06-18
06281147002636,340306-0101-0901-06-18
06281147002650,340306-0101-0901-06-18
06281086001585,340306-0101-0901-07-18
06285119000446,340306-0101-3601-02-05
06281086005408,340306-0101-4001-06-18
06281086011553,340306-0101-4001-06-18
18904091145062,340306-0201-5601-03-02
06291100781102,340306-0101-0901-08-18
06285193000141,340306-0201-5601-04-02
96677000000668,340306-0141-5601-01-12
96600000007170,340306-0201-5601-05-05
06285147802760,340306-0201-5603-02-02
06291100087402,340306-0101-4001-07-18
09501100940506,340306-0101-0901-09-18
96600000010382,340306-0101-0901-09-18
09501100940513,340306-0101-4001-08-18
96600000005549,340306-0101-4001-09-18
99661603221850,740407-0141-5601-01-05
06285128017640,340205-0101-4001-01-18
06281147002810,340205-0101-4001-02-18
06281147002834,340205-0101-4001-02-18
06281147002841,340205-0101-4001-02-18
06281147002827,340205-0101-4001-02-18
96600000008018,760801-0122-6402-01-04
96600000007712,760801-0222-6402-01-04
06285147000012,760801-0122-2301-01-03
06285147000036,760801-0122-6402-02-04
06285147000043,760801-0222-6402-02-04
06285147000029,760801-0322-6410-01-04
06285094000530,760801-0222-6402-03-04
06285094000820,760801-0322-6410-02-04
06251106801037,760801-0122-6402-04-04
06251106801082,760801-0222-6402-04-04
06251106801044,760801-0322-6410-03-04
05415062001370,760801-0122-2301-02-99
05415062001363,760801-0122-6402-05-04
05415062001365,760801-0222-6402-05-04
05415062001356,760801-0322-6410-04-04
06285095006234,760801-0222-6402-06-04
06285095006227,760801-0322-6410-05-04
06285095010606,760801-0222-6402-07-04
06281080007347,760801-0322-6410-06-04
26285157000297,760801-0122-6402-06-04
26285157000303,760801-0222-6402-08-04
26285157000280,760801-0322-6410-07-04
06288030002438,760801-0122-6402-07-04
06288030002421,760801-0222-6402-09-04
06288030001028,760801-0322-6410-08-04
06285101002120,760801-0122-2301-03-03
06285101003882,760801-0122-6402-08-04
06285101004070,760801-0222-6402-10-04
06285101001574,760801-0322-6410-09-04
06295143000602,760801-0122-6402-09-04
06295143000626,760801-0222-6402-11-04
06295143000640,760801-0322-6410-10-04
08699525093899,760801-0322-6410-11-04
05200251680081,760801-0122-6402-10-04
05200251680098,760801-0222-6402-12-04
05200251680104,760801-0322-6410-12-04
96600000010478,760801-0122-6402-11-04
96600000010479,760801-0222-6402-13-04
96677000000187,760801-0322-6410-13-04
06285312000595,760801-0122-6402-12-04
06285312000588,760801-0222-6402-14-04
06285312000571,760801-0322-6410-14-04
06281086002858,760801-0122-2301-04-03
06281086002834,760801-0122-6402-13-04
06281086002841,760801-0222-6402-15-04
06281086002827,760801-0322-6410-15-04
06251107423016,760801-0122-6402-14-04
06251107424013,760801-0222-6402-16-04
06251107416018,760801-0322-6410-16-04
06286059000077,760801-0222-6402-17-04
06285193000202,760801-0122-2305-01-03
06285193000189,760801-0122-6402-15-04
06285193000196,760801-0222-6402-18-04
06285193000172,760801-0322-6410-17-04
06285128006668,760801-0122-6402-16-04
06285128006521,760801-0222-6402-19-04
06285128012546,760801-0222-6410-01-04
06286219000312,760801-0122-6402-17-04
06286219000275,760801-0222-6402-20-04
06286219000282,760801-0322-6410-18-04
05014124178076,650403-0230-2713-03-01
99618112113430,650403-0222-6409-01-04
99631811211344,650403-0322-6409-01-04
99632181121342,650403-0422-6409-01-04
96677000000396,650403-0330-5401-01-11
18908000972176,650403-0230-2713-04-19
18908000972169,650403-0430-2713-01-19
96677000000648,481110-0101-5406-01-11
06285074002523,481110-0122-5401-01-05
06285074001571,481110-0122-6410-01-04
06285074001281,481110-0122-6410-01-04
06251154294027,481110-0122-6410-02-04
06251154294010,481110-0122-6410-02-04
08430469158806,481110-0122-6410-03-04
08430469158813,481110-0122-6410-03-04
06285101005152,481110-0130-5401-02-03
06285128017749,481110-0122-6401-01-04
06285128000604,481110-0122-6401-01-04
06285145000120,481110-0122-6410-05-04
06285145000137,481110-0122-6410-05-04
96600000019106,481110-0122-6410-06-04
06281086293263,481110-0122-6410-07-04
06281086013274,481110-0122-6410-07-04
06285128014281,481110-0101-5406-99-11
06286434000371,481110-0122-6410-08-04
06286434000364,481110-0122-6410-08-04
07612797425176,481110-0101-5406-03-11
08002660016362,200202-0122-6410-01-04
08002660016379,200202-0222-6410-01-04
06285095010668,330107-0101-0901-01-18
06285095004704,330107-0101-4001-01-18
06285095007606,330107-0101-4001-01-18
06285095010347,330107-0101-4001-01-18
06285096000132,330107-0101-4001-02-18
06285096000149,330107-0101-4001-02-18
05060149314531,570114-0122-0401-01-04
05055565754221,570114-0222-6410-01-04
06281086105467,570114-0122-0401-02-05
17613326015851,570114-0222-6410-02-05
06281086105207,570114-0222-6410-03-04
06291107931203,570114-0222-6410-04-04
06285147003341,570114-0222-6410-05-04
07612797131466,570114-0322-6404-01-04
06251159042623,570114-0222-6410-06-04
05055565757086,570114-0422-6404-01-04
05055565757079,570114-0322-6404-02-04
06251065023686,830210-0130-2713-01-01
06251065023693,830210-0230-2713-01-01
06281080011832,800403-0101-5406-01-11
05413686100842,400601-0122-6410-01-04
00771313226028,400601-0222-6401-01-04
00771313226035,400601-0322-6401-01-04
06251065013915,400601-0222-6401-02-04
06251065013922,400601-0322-6401-02-04
04011548028674,400601-0222-6410-01-04
04011548028681,400601-0322-6410-01-04
00646520466812,570115-0130-5402-01-19
99661905222045,570115-0122-2713-01-17
06286434000395,240105-0122-6401-01-04
96603112112530,240105-0122-6401-02-04
08058773460042,240105-0122-6401-03-04
13583316666671,650802-0130-2713-01-01
06221508171212,650802-0230-2713-01-01
09002260023752,330108-0109-4001-01-18
09002260023745,330108-0109-4801-01-05
96600000005864,330108-0109-4801-01-05
06291100780730,340406-0101-0901-01-18
06291100783335,340406-0101-4001-01-18
06285097001862,340406-0101-0901-02-18
06285097001879,340406-0101-4001-02-18
06251151001376,801702-0122-5406-01-11
06251151000362,801705-0132-6003-01-11
06291100080441,340703-0104-4001-01-18
06291100080434,340703-0104-0901-01-18
06251159028665,340703-0129-0901-01-18
06251159028672,340703-0129-4001-01-18
06221032316615,700402-0130-2713-01-19
06221075030271,700402-0230-2713-01-01
07612797505342,800903-0101-6003-01-11
07640168150297,040202-0122-0401-01-04
96600000004848,220501-0122-6410-01-04
96600000003044,220501-0222-6410-01-04
04054839419867,191101-0122-6401-01-04
04054839419874,191101-0222-6401-01-04
99660603221812,700701-0122-4301-01-07
99660603221811,700701-0222-4301-01-07
99660603221810,700701-0322-4301-01-07
07630035400044,700701-0422-6401-01-04
06285096003171,700701-0128-4301-01-07
06285096003188,700701-0228-4301-01-07
06285096003195,700701-0328-4301-01-07
06285074001601,250104-0122-6409-01-04
06221032141163,250104-0222-0401-01-04
06221025042637,071001-0122-0401-99-04
07612797515464,541706-0122-0401-01-04
07612797600313,541706-0222-0401-01-04
06285074000185,250105-0130-2713-01-05
06285074004589,250105-0122-6401-01-04
06285079001095,541707-0122-0401-01-04
06285079001101,541707-0222-0401-01-04
96611223355694,130304-0122-6401-01-05
96611223355695,130304-0222-6401-01-05
96611223355696,130304-0322-6401-01-05
07350031441444,130304-0122-0401-01-05
07350031441451,130304-0222-0401-01-05
07350031441468,130304-0322-0401-01-05
07350031441475,130304-0422-0401-01-05
96600000002583,680109-0122-6401-01-04
07640153088062,482001-0222-0401-01-04
00300033774122,540714-0130-2713-01-19
00319810901132,540714-0130-2713-01-19
06285128002790,020502-0122-0401-01-04
06285128000420,020502-0122-0401-01-04
06285128001786,020502-0222-0401-01-04
06285128001779,020502-0222-0401-01-04
06285128000413,020502-0322-0401-01-04
06288030000199,190708-0130-2713-01-01
10304093375043,190708-0130-2713-02-19
06285101002090,190708-0130-2714-01-01
07612098004230,190708-0130-5402-01-01
03700567701637,190708-0130-5402-02-01
08806706001844,190708-0230-2701-01-01
06285147802838,190708-0130-5402-03-01
06285074004107,410607-0122-6401-01-04
06251151000386,481111-0101-5406-01-11
15285003471190,481111-0122-6401-01-04
06291100080847,481111-0122-6401-02-04
96600000006775,770204-0130-6201-01-05
96600000003408,770204-0122-6401-01-04
00300020020089,100703-0115-2715-02-19
00300020020041,100703-0115-2715-02-19
15712249000469,100705-0115-2715-01-09
05713219565240,630104-0122-2713-01-19
06291100081158,070104-0109-0901-01-18
06291100081165,070104-0111-4001-01-18
06291100080991,070104-0115-6001-01-05
06251151000584,070104-0115-6001-02-05
06281080011535,070104-0109-0901-02-18
06281080011542,070104-0109-4001-01-18
06281080000997,070104-0115-6001-03-05
06285147801671,070104-0109-2801-01-04
00369516001049,050103-0122-6410-01-05
00369516001056,050103-0222-6410-01-05
07613326002585,540715-0130-2714-01-19
07613326013345,570116-0130-2714-01-19
06286219001067,430502-0146-2713-01-01
06286219001050,430502-0246-2713-01-01
07612791240492,430502-0130-2713-01-01
07612791058592,430502-0230-2713-01-01
07612797536896,430502-0122-2713-01-19
07612797536902,430502-0222-2713-01-19
07613421048105,540716-0130-2713-01-17
06251151000461,481112-0101-5406-01-11
06225000198432,481112-0122-6401-01-04
06285111003605,481112-0130-5406-01-01
06251148030716,481112-0122-6401-02-04
05016007206159,481112-0101-5406-02-11
06285128013215,481112-0101-5406-03-11
03582910050933,481112-0222-2701-01-19
06285088001215,481112-0122-6410-01-04
06285128013192,801706-0122-5406-01-11
06285128016407,810201-0122-5406-01-05
06285147001873,680802-0122-6410-01-04
06285147001866,680802-0222-6410-01-04
06285128017862,680802-0122-6410-99-04
06285128017886,680802-0222-6410-99-04
06281147005347,680802-0122-6416-01-04
06281147005354,680802-0222-6416-01-04
06281080010231,680802-0322-6410-01-04
06281080012372,680802-0122-6410-03-04
06281080014956,680802-0122-6416-02-04
06281080010217,680802-0222-6410-03-04
06281080014949,680802-0222-6416-02-04
06281080010224,680802-0422-6410-01-04
06281080010248,680802-0522-6410-01-04
06281086013519,680802-0122-6416-03-04
06281086013526,680802-0222-6416-03-04
06281086003534,680802-0422-6416-01-04
06281086003541,680802-0522-6401-01-04
06285145000250,680802-0122-6416-04-04
06285145000267,680802-0222-6416-04-04
06285145006665,680802-0422-6416-02-04
06285145006672,680802-0522-6416-01-04
06285101003806,680802-0122-6410-04-04
06285101003813,680802-0222-6410-04-04
06285101003516,680802-0122-6416-05-04
06285101003523,680802-0222-6416-05-04
06251599000627,680802-0122-6410-05-04
06251599000634,680802-0222-6410-05-04
05200251680012,680802-0122-6416-06-04
05200251680029,680802-0222-6416-06-04
00300020020454,680802-0122-6404-01-04
00300020020492,680802-0222-6410-06-04
05000456055963,540417-0222-6410-01-04
05000456055956,540417-0322-6410-01-04
96688775522302,170310-0104-1601-01-03
96688775522303,170310-0204-1601-01-03
06285147013746,260106-0122-6410-01-04
06285147013784,260106-0222-6410-01-04
08901463163085,260106-0122-6410-02-04
18901463163099,260106-0222-6410-02-04
96600000000113,260106-0122-6410-03-04
96600000000115,260106-0222-6410-03-04
08430469164241,260106-0122-6410-04-04
08430469164258,260106-0222-6410-04-04
06285094000202,260106-0122-6410-05-04
06285094000219,260106-0222-6410-05-04
06285128013024,260106-0122-6410-07-04
06285128013017,260106-0222-6410-07-04
06285312000472,260303-0122-6410-01-04
06285312000496,260303-0222-6410-01-04
06285312000489,260303-0322-6410-01-04
96677000000534,260303-0122-6410-02-04
96677000000532,260303-0222-6410-02-04
96677000000533,260303-0322-6410-02-04
18901463170738,260303-0122-6410-03-04
18901463170745,260303-0322-6410-03-04
06286434000289,260303-0422-6410-01-04
06286434000272,260303-0122-6410-04-04
06286434000302,260303-0222-6410-03-04
06286434000296,260303-0322-6410-04-04
08430469174196,260303-0122-6410-05-04
08430469174172,260303-0222-6410-04-04
08430469174189,260303-0322-6410-05-04
96677000000734,260303-0422-6410-02-04
96677000000733,260303-0122-6410-06-04
96677000000736,260303-0222-6410-05-04
96677000000735,260303-0322-6410-06-04
06285094000325,260303-0422-6410-03-04
06285094000318,260303-0122-6410-07-04
06285094000349,260303-0222-6410-06-04
06285094000332,260303-0322-6410-07-04
06285147001576,260303-0422-6410-04-04
06285147001583,260303-0122-6410-08-04
06285147001552,260303-0222-6410-07-04
06285147001569,260303-0322-6410-08-04
96677000000260,260701-0122-6401-01-04
96677000000258,260701-0222-6401-01-04
96677000000259,260701-0322-6401-01-04
06285147001620,260701-0122-6410-99-05
06285094000608,260701-0122-6410-99-04
06285147006274,260701-0222-6410-99-05
06285094000639,260701-0222-6410-99-04
06285147001606,260701-0422-6410-99-05
06285094000646,260701-0422-6410-99-04
06285147001613,260701-0322-6410-99-05
06285094000615,260701-0322-6410-99-04
06285147001590,260701-0522-6410-99-05
06285094000622,260701-0522-6410-99-04
99663091121190,260701-0222-6410-02-04
99663091121191,260701-0322-6410-02-04
08430469169796,260206-0122-6410-01-04
08430469169802,260206-0222-6410-01-04
08430469169819,260206-0322-6410-01-04
99440105492200,260206-0122-6410-02-04
99660115492210,260206-0222-6410-02-04
96677000000560,260206-0122-6410-04-04
96677000000561,260206-0222-6410-04-04
06286434000234,260206-0122-6410-05-04
06286434000241,260206-0222-6410-05-04
06286434000258,260206-0322-6410-03-04
06285094000226,260206-0122-6410-06-04
06285094000233,260206-0222-6410-06-04
06285094000240,260206-0322-6410-04-04
06285128015837,260206-0122-6410-07-04
06285128015851,260206-0222-6410-07-04
06285128015875,260206-0322-6410-05-04
06285079001774,760505-0141-5401-01-09
06285079001767,760505-0141-5401-01-09
06285128001168,740104-0101-5406-01-11
06285128002479,740104-0101-5406-01-11
07612797429334,740104-0201-5406-02-11
07612797429235,740104-0101-5406-02-11
07612797602577,760403-0122-2706-01-19
08002660030221,270109-0122-0401-01-04
05210145000017,270107-0122-0401-01-05
05210145000024,270107-0122-0401-01-05
06285128002721,020404-0122-0401-01-04
06285128002714,020404-0122-0401-01-04
06285128017503,020404-0222-0405-01-04
06285128017527,020404-0222-0405-01-04
96600000008700,020404-0222-0405-01-04
06285128002745,020404-0322-0405-01-04
